Epoch,Test Loss,Accuracy,Num Dendrites,Num Somas,Total Parameters,Regularized,Model Type,RF Type
4,0.5502682067925417,0.7971,128,32,104938,False,dendritic,random
4,0.46006005361110347,0.8331,256,128,235146,False,dendritic,random
3,0.470101320102245,0.8309,256,32,209514,False,dendritic,random
5,0.5373826536196696,0.8023,128,32,104938,False,dendritic,random
5,0.447125532959081,0.8376,256,128,235146,False,dendritic,random
4,0.4533937286727036,0.8357,256,32,209514,False,dendritic,random
6,0.5291769481912444,0.8062,128,32,104938,False,dendritic,random
6,0.43745196997364866,0.8428,256,128,235146,False,dendritic,random
5,0.4413109772567508,0.8406,256,32,209514,False,dendritic,random
7,0.5230352855935881,0.8051,128,32,104938,False,dendritic,random
7,0.43197441289696514,0.8451,256,128,235146,False,dendritic,random
6,0.4346652132800863,0.8448,256,32,209514,False,dendritic,random
8,0.5171867352497729,0.8112,128,32,104938,False,dendritic,random
8,0.4272792275193371,0.8447,256,128,235146,False,dendritic,random
7,0.4303969733322723,0.8448,256,32,209514,False,dendritic,random
9,0.5145715531669085,0.8132,128,32,104938,False,dendritic,random
9,0.41821433547176895,0.8472,256,128,235146,False,dendritic,random
8,0.42700904702083975,0.8461,256,32,209514,False,dendritic,random
10,0.5091740949244439,0.8136,128,32,104938,False,dendritic,random
10,0.4139793907539754,0.8491,256,128,235146,False,dendritic,random
9,0.41935670639895184,0.8495,256,32,209514,False,dendritic,random
11,0.510193412062488,0.812,128,32,104938,False,dendritic,random
11,0.40883862557290473,0.8496,256,128,235146,False,dendritic,random
10,0.4164137157458293,0.8515,256,32,209514,False,dendritic,random
12,0.503890327260464,0.8162,128,32,104938,False,dendritic,random
12,0.4062160123375398,0.8507,256,128,235146,False,dendritic,random
11,0.4155275721715975,0.8508,256,32,209514,False,dendritic,random
13,0.5029826560352422,0.8159,128,32,104938,False,dendritic,random
13,0.4052965109106861,0.8519,256,128,235146,False,dendritic,random
12,0.4109145800901365,0.8524,256,32,209514,False,dendritic,random
14,0.5009233478126647,0.819,128,32,104938,False,dendritic,random
14,0.40421188896215415,0.8505,256,128,235146,False,dendritic,random
13,0.40772564067870753,0.8526,256,32,209514,False,dendritic,random
15,0.503487147107909,0.8165,128,32,104938,False,dendritic,random
15,0.4033113427554505,0.8517,256,128,235146,False,dendritic,random
14,0.4076865007982978,0.8548,256,32,209514,False,dendritic,random
16,0.49771756914597526,0.8184,128,32,104938,False,dendritic,random
16,0.39813401521761205,0.8529,256,128,235146,False,dendritic,random
15,0.4035074661804151,0.8567,256,32,209514,False,dendritic,random
17,0.5025908367920525,0.8175,128,32,104938,False,dendritic,random
17,0.39849986739550963,0.8533,256,128,235146,False,dendritic,random
16,0.4045761978324455,0.8552,256,32,209514,False,dendritic,random
18,0.49486025960385044,0.8187,128,32,104938,False,dendritic,random
18,0.4022702553981467,0.8509,256,128,235146,False,dendritic,random
17,0.4019126271522498,0.8566,256,32,209514,False,dendritic,random
19,0.49557497550415086,0.8196,128,32,104938,False,dendritic,random
19,0.39520486661150483,0.8553,256,128,235146,False,dendritic,random
18,0.4025083116338223,0.8548,256,32,209514,False,dendritic,random
0,0.4304404732169984,0.8457,128,32,104938,False,vanilla,None
0,0.40172573942926865,0.8545,256,128,235146,False,vanilla,None
19,0.40695378335216376,0.8554,256,32,209514,False,dendritic,random
1,0.38933464243442195,0.8588,128,32,104938,False,vanilla,None
1,0.36694329637515394,0.8665,256,128,235146,False,vanilla,None
0,0.4157808089180838,0.8499,256,32,209514,False,vanilla,None
2,0.39460949976987475,0.8565,128,32,104938,False,vanilla,None
2,0.36822112810008134,0.8715,256,128,235146,False,vanilla,None
1,0.3745749426793449,0.8642,256,32,209514,False,vanilla,None
3,0.3440247936339318,0.876,128,32,104938,False,vanilla,None
3,0.3295868791734116,0.8798,256,128,235146,False,vanilla,None
2,0.3569301267779326,0.8705,256,32,209514,False,vanilla,None
4,0.37358900169028514,0.8686,128,32,104938,False,vanilla,None
4,0.3429488842434521,0.8788,256,128,235146,False,vanilla,None
3,0.3580906621262997,0.8689,256,32,209514,False,vanilla,None
5,0.34688548706000366,0.874,128,32,104938,False,vanilla,None
5,0.32672281714179846,0.8823,256,128,235146,False,vanilla,None
4,0.3353327931482581,0.8801,256,32,209514,False,vanilla,None
6,0.33315148581809634,0.8816,128,32,104938,False,vanilla,None
6,0.329392144763017,0.8852,256,128,235146,False,vanilla,None
5,0.3531325688656372,0.8757,256,32,209514,False,vanilla,None
7,0.3334715941661521,0.8807,128,32,104938,False,vanilla,None
7,0.3334513320764409,0.8835,256,128,235146,False,vanilla,None
6,0.33594482929646213,0.8821,256,32,209514,False,vanilla,None
8,0.3382939170998863,0.8827,128,32,104938,False,vanilla,None
8,0.32506032108883315,0.8904,256,128,235146,False,vanilla,None
7,0.3184556552692305,0.8873,256,32,209514,False,vanilla,None
9,0.33487886963765834,0.8832,128,32,104938,False,vanilla,None
9,0.34586564668371705,0.8852,256,128,235146,False,vanilla,None
8,0.32307040332993375,0.8857,256,32,209514,False,vanilla,None
10,0.32887615499239936,0.8882,128,32,104938,False,vanilla,None
10,0.375255033562455,0.878,256,128,235146,False,vanilla,None
9,0.32317892792104164,0.8882,256,32,209514,False,vanilla,None
11,0.35105163990696775,0.8801,128,32,104938,False,vanilla,None
11,0.34433254960311366,0.8888,256,128,235146,False,vanilla,None
10,0.33773169958893257,0.8872,256,32,209514,False,vanilla,None
12,0.33867554102517383,0.8858,128,32,104938,False,vanilla,None
12,0.3583111204678499,0.8885,256,128,235146,False,vanilla,None
11,0.3355048004584976,0.8888,256,32,209514,False,vanilla,None
13,0.3517727660416048,0.8863,128,32,104938,False,vanilla,None
13,0.35570146923861173,0.8941,256,128,235146,False,vanilla,None
12,0.35070843296714976,0.8889,256,32,209514,False,vanilla,None
14,0.37361932366709166,0.8779,128,32,104938,False,vanilla,None
14,0.3614104596567871,0.8922,256,128,235146,False,vanilla,None
13,0.35031685704671883,0.8898,256,32,209514,False,vanilla,None
15,0.3519664228056805,0.89,128,32,104938,False,vanilla,None
15,0.38601129497342473,0.8872,256,128,235146,False,vanilla,None
14,0.35995027875598473,0.8887,256,32,209514,False,vanilla,None
16,0.3529285127414933,0.8886,128,32,104938,False,vanilla,None
16,0.38377576453399054,0.8888,256,128,235146,False,vanilla,None
15,0.3589428746247593,0.887,256,32,209514,False,vanilla,None
17,0.3747463941668408,0.8826,128,32,104938,False,vanilla,None
16,0.3483205932793738,0.8926,256,32,209514,False,vanilla,None
17,0.3857668877897572,0.8886,256,128,235146,False,vanilla,None
18,0.3630248207268836,0.8938,128,32,104938,False,vanilla,None
17,0.3535799806631064,0.8932,256,32,209514,False,vanilla,None
18,0.39068271865761733,0.8948,256,128,235146,False,vanilla,None
19,0.38498844762768925,0.8882,128,32,104938,False,vanilla,None
19,0.4086329061537981,0.8941,256,128,235146,False,vanilla,None
18,0.3626771684311613,0.8947,256,32,209514,False,vanilla,None
0,0.45021672056445594,0.8369,128,32,104938,True,vanilla,None
0,0.48698551386972017,0.8278,256,128,235146,True,vanilla,None
19,0.3725396990776062,0.8941,256,32,209514,False,vanilla,None
1,0.4088711881939369,0.8493,128,32,104938,True,vanilla,None
2,0.3969272601453564,0.8584,128,32,104938,True,vanilla,None
0,0.4856090568288972,0.8244,256,32,209514,True,vanilla,None
1,0.42388025209119046,0.8435,256,128,235146,True,vanilla,None
1,0.39817333636404595,0.8562,256,32,209514,True,vanilla,None
2,0.36113880188027514,0.8659,256,128,235146,True,vanilla,None
3,0.38999768129632445,0.86,128,32,104938,True,vanilla,None
2,0.3820469394514832,0.8607,256,32,209514,True,vanilla,None
3,0.391052231947078,0.8578,256,128,235146,True,vanilla,None
4,0.3775999911978275,0.8606,128,32,104938,True,vanilla,None
3,0.3907102725551098,0.8592,256,32,209514,True,vanilla,None
5,0.35195948636230034,0.8763,128,32,104938,True,vanilla,None
4,0.3521762726050389,0.8698,256,128,235146,True,vanilla,None
4,0.3505799723199651,0.8722,256,32,209514,True,vanilla,None
6,0.3563247562586507,0.8681,128,32,104938,True,vanilla,None
5,0.37860234458989733,0.8626,256,128,235146,True,vanilla,None
5,0.38153701181275934,0.8571,256,32,209514,True,vanilla,None
7,0.36833929610026034,0.8674,128,32,104938,True,vanilla,None
6,0.34872528127854385,0.8715,256,128,235146,True,vanilla,None
6,0.38375802295683303,0.8576,256,32,209514,True,vanilla,None
8,0.34019671663453305,0.8784,128,32,104938,True,vanilla,None
7,0.33900660276412964,0.8759,256,128,235146,True,vanilla,None
9,0.3347818317669856,0.8777,128,32,104938,True,vanilla,None
7,0.3660466902995411,0.8684,256,32,209514,True,vanilla,None
8,0.3294765336698369,0.8786,256,128,235146,True,vanilla,None
10,0.3398052882167357,0.8741,128,32,104938,True,vanilla,None
8,0.33994643503352057,0.8784,256,32,209514,True,vanilla,None
9,0.3571305454154558,0.8695,256,128,235146,True,vanilla,None
9,0.3433135515904125,0.8749,256,32,209514,True,vanilla,None
11,0.3377148729713657,0.8776,128,32,104938,True,vanilla,None
10,0.3386742468876175,0.8768,256,128,235146,True,vanilla,None
10,0.33637127657479876,0.8765,256,32,209514,True,vanilla,None
12,0.3552436366488662,0.8654,128,32,104938,True,vanilla,None
11,0.34338588192115854,0.8745,256,128,235146,True,vanilla,None
11,0.35990295106474357,0.8721,256,32,209514,True,vanilla,None
13,0.33956931276789193,0.8757,128,32,104938,True,vanilla,None
12,0.3492533821093885,0.8759,256,128,235146,True,vanilla,None
12,0.3312042280088497,0.8817,256,32,209514,True,vanilla,None
14,0.3291113020121297,0.8797,128,32,104938,True,vanilla,None
13,0.3512386926744558,0.87,256,128,235146,True,vanilla,None
13,0.3318508605036554,0.8805,256,32,209514,True,vanilla,None
15,0.3415686495696442,0.8764,128,32,104938,True,vanilla,None
14,0.3245402481171149,0.8808,256,128,235146,True,vanilla,None
14,0.331818796222723,0.8804,256,32,209514,True,vanilla,None
16,0.3352042019744463,0.8782,128,32,104938,True,vanilla,None
15,0.33036911808237246,0.8773,256,128,235146,True,vanilla,None
15,0.31591639912958386,0.8865,256,32,209514,True,vanilla,None
17,0.3596300599695761,0.8708,128,32,104938,True,vanilla,None
16,0.3513595344899576,0.8697,256,128,235146,True,vanilla,None
16,0.32644689328308346,0.8808,256,32,209514,True,vanilla,None
18,0.3573878694184219,0.8719,128,32,104938,True,vanilla,None
17,0.3372818054277686,0.877,256,128,235146,True,vanilla,None
17,0.3431306418172921,0.8694,256,32,209514,True,vanilla,None
19,0.32715592684247824,0.883,128,32,104938,True,vanilla,None
18,0.3522277484777607,0.8726,256,128,235146,True,vanilla,None
18,0.339484840631485,0.8737,256,32,209514,True,vanilla,None
0,0.588216710316984,0.7884,512,256,535818,False,dendritic,global
19,0.32335661757218687,0.8819,256,128,235146,True,vanilla,None
19,0.3391878707688066,0.8758,256,32,209514,True,vanilla,None
1,0.49355752747270126,0.8229,512,256,535818,False,dendritic,global
0,0.621332709170595,0.7698,512,64,435402,False,dendritic,global
0,0.5823205882989908,0.7798,1024,256,1068810,False,dendritic,global
2,0.4593200879760935,0.8368,512,256,535818,False,dendritic,global
1,0.541485147008413,0.8032,512,64,435402,False,dendritic,global
1,0.4903974661344214,0.8242,1024,256,1068810,False,dendritic,global
3,0.44285794338093526,0.8408,512,256,535818,False,dendritic,global
2,0.4970204822624786,0.8185,512,64,435402,False,dendritic,global
2,0.45362431150448473,0.8361,1024,256,1068810,False,dendritic,global
4,0.4278258190879339,0.8434,512,256,535818,False,dendritic,global
3,0.4723342875891094,0.8282,512,64,435402,False,dendritic,global
3,0.4300637596015689,0.843,1024,256,1068810,False,dendritic,global
5,0.4165530823454072,0.8501,512,256,535818,False,dendritic,global
4,0.45729809395874604,0.8364,512,64,435402,False,dendritic,global
4,0.41055561998222445,0.8516,1024,256,1068810,False,dendritic,global
6,0.4102687560304811,0.852,512,256,535818,False,dendritic,global
5,0.444173780800421,0.8379,512,64,435402,False,dendritic,global
5,0.39896322202078904,0.8577,1024,256,1068810,False,dendritic,global
7,0.40301884823962103,0.8569,512,256,535818,False,dendritic,global
6,0.43250621232805375,0.8414,512,64,435402,False,dendritic,global
6,0.39468058924886246,0.8589,1024,256,1068810,False,dendritic,global
8,0.3970637649674959,0.8558,512,256,535818,False,dendritic,global
7,0.43047203821471974,0.8423,512,64,435402,False,dendritic,global
7,0.38100279716751245,0.8642,1024,256,1068810,False,dendritic,global
9,0.3956240062849431,0.8593,512,256,535818,False,dendritic,global
8,0.4181675348855272,0.8478,512,64,435402,False,dendritic,global
10,0.3890990709202199,0.8617,512,256,535818,False,dendritic,global
8,0.3725366896089119,0.8674,1024,256,1068810,False,dendritic,global
9,0.4121976773950118,0.8515,512,64,435402,False,dendritic,global
11,0.3827949469979805,0.8608,512,256,535818,False,dendritic,global
9,0.37498673900396007,0.866,1024,256,1068810,False,dendritic,global
10,0.4087431679798078,0.8532,512,64,435402,False,dendritic,global
12,0.37977512444876416,0.864,512,256,535818,False,dendritic,global
10,0.36678973085518124,0.8683,1024,256,1068810,False,dendritic,global
11,0.4068993301708487,0.8547,512,64,435402,False,dendritic,global
13,0.37501653198954427,0.8646,512,256,535818,False,dendritic,global
11,0.360363263023805,0.8733,1024,256,1068810,False,dendritic,global
12,0.40634344065491157,0.8518,512,64,435402,False,dendritic,global
14,0.3718965562838542,0.8661,512,256,535818,False,dendritic,global
12,0.36099006612844103,0.8718,1024,256,1068810,False,dendritic,global
13,0.3991208487673651,0.86,512,64,435402,False,dendritic,global
15,0.3744913935661316,0.8665,512,256,535818,False,dendritic,global
13,0.35434051593647725,0.8754,1024,256,1068810,False,dendritic,global
14,0.39441725932344607,0.8587,512,64,435402,False,dendritic,global
16,0.37651776984522617,0.8665,512,256,535818,False,dendritic,global
14,0.3515409406604646,0.8759,1024,256,1068810,False,dendritic,global
15,0.3908916977764685,0.8596,512,64,435402,False,dendritic,global
17,0.36646688814404643,0.8695,512,256,535818,False,dendritic,global
15,0.35350154283680496,0.8735,1024,256,1068810,False,dendritic,global
16,0.39022489080700695,0.8609,512,64,435402,False,dendritic,global
18,0.3639138671039026,0.8706,512,256,535818,False,dendritic,global
16,0.3478280949064448,0.875,1024,256,1068810,False,dendritic,global
17,0.38847793110563783,0.8616,512,64,435402,False,dendritic,global
19,0.36034947671467743,0.871,512,256,535818,False,dendritic,global
17,0.34623141284984876,0.8768,1024,256,1068810,False,dendritic,global
18,0.3906862569760673,0.8603,512,64,435402,False,dendritic,global
0,0.5916145025174829,0.7866,512,256,535818,False,dendritic,local
18,0.34508089098749284,0.8765,1024,256,1068810,False,dendritic,global
19,0.3850966388288933,0.8621,512,64,435402,False,dendritic,global
1,0.4975986163827437,0.8204,512,256,535818,False,dendritic,local
19,0.34771113097667694,0.8759,1024,256,1068810,False,dendritic,global
0,0.6335133125510397,0.7692,512,64,435402,False,dendritic,local
2,0.4623163757444937,0.8368,512,256,535818,False,dendritic,local
0,0.5492977718763714,0.8036,1024,256,1068810,False,dendritic,local
1,0.5268050500109226,0.8087,512,64,435402,False,dendritic,local
3,0.4444652018667776,0.8383,512,256,535818,False,dendritic,local
2,0.4948841642729844,0.8213,512,64,435402,False,dendritic,local
1,0.46363710640351985,0.8342,1024,256,1068810,False,dendritic,local
4,0.4245764243451855,0.8477,512,256,535818,False,dendritic,local
3,0.47221923100797436,0.8283,512,64,435402,False,dendritic,local
2,0.4252972082246708,0.8487,1024,256,1068810,False,dendritic,local
5,0.4139883018369916,0.8503,512,256,535818,False,dendritic,local
4,0.4576612031912502,0.8357,512,64,435402,False,dendritic,local
3,0.4078359100260312,0.8541,1024,256,1068810,False,dendritic,local
6,0.40400758649729474,0.8528,512,256,535818,False,dendritic,local
5,0.4465556322019311,0.8406,512,64,435402,False,dendritic,local
4,0.3893844417378872,0.8618,1024,256,1068810,False,dendritic,local
7,0.39732911522629893,0.8545,512,256,535818,False,dendritic,local
6,0.442341248445873,0.8396,512,64,435402,False,dendritic,local
5,0.3785945409083668,0.8641,1024,256,1068810,False,dendritic,local
8,0.3966922384651401,0.8563,512,256,535818,False,dendritic,local
7,0.43222452945347073,0.8454,512,64,435402,False,dendritic,local
6,0.3783492213940319,0.8625,1024,256,1068810,False,dendritic,local
9,0.38846015005926543,0.8585,512,256,535818,False,dendritic,local
8,0.4257816517654854,0.8476,512,64,435402,False,dendritic,local
7,0.3641717675365979,0.8698,1024,256,1068810,False,dendritic,local
10,0.38177451189560224,0.8603,512,256,535818,False,dendritic,local
9,0.4252489786359328,0.8478,512,64,435402,False,dendritic,local
8,0.36182893039305,0.871,1024,256,1068810,False,dendritic,local
11,0.38048735072341144,0.8624,512,256,535818,False,dendritic,local
10,0.41677865159662464,0.8512,512,64,435402,False,dendritic,local
9,0.36048366148260574,0.8693,1024,256,1068810,False,dendritic,local
12,0.37871822639356684,0.8615,512,256,535818,False,dendritic,local
11,0.41576445800594136,0.8509,512,64,435402,False,dendritic,local
10,0.3523632529415662,0.8738,1024,256,1068810,False,dendritic,local
13,0.3726222839536546,0.8637,512,256,535818,False,dendritic,local
12,0.41026034347618684,0.8521,512,64,435402,False,dendritic,local
11,0.35371580889707877,0.8714,1024,256,1068810,False,dendritic,local
14,0.3764558658946919,0.8629,512,256,535818,False,dendritic,local
13,0.408491652034506,0.8535,512,64,435402,False,dendritic,local
12,0.3469386479899853,0.8763,1024,256,1068810,False,dendritic,local
15,0.36827884557880936,0.8658,512,256,535818,False,dendritic,local
14,0.4081523803215993,0.8521,512,64,435402,False,dendritic,local
13,0.3421622944783561,0.8781,1024,256,1068810,False,dendritic,local
16,0.36320277350612834,0.8675,512,256,535818,False,dendritic,local
15,0.4039028726423843,0.8536,512,64,435402,False,dendritic,local
14,0.3449635527367833,0.8752,1024,256,1068810,False,dendritic,local
17,0.3620885140910933,0.8668,512,256,535818,False,dendritic,local
16,0.4045942148453073,0.853,512,64,435402,False,dendritic,local
15,0.33391558190312565,0.88,1024,256,1068810,False,dendritic,local
18,0.3646731955718391,0.8681,512,256,535818,False,dendritic,local
17,0.40393614410599576,0.8498,512,64,435402,False,dendritic,local
16,0.3333339753407466,0.8787,1024,256,1068810,False,dendritic,local
19,0.35838064457042307,0.8698,512,256,535818,False,dendritic,local
18,0.3983880266358581,0.8579,512,64,435402,False,dendritic,local
17,0.3349698122732247,0.879,1024,256,1068810,False,dendritic,local
0,0.5807864137842685,0.7899,512,256,535818,False,dendritic,random
19,0.39827119474169576,0.8553,512,64,435402,False,dendritic,local
18,0.3326471175385427,0.8793,1024,256,1068810,False,dendritic,local
1,0.49214434435095966,0.8201,512,256,535818,False,dendritic,random
0,0.5773951863940758,0.7885,512,64,435402,False,dendritic,random
19,0.32864950097437146,0.8822,1024,256,1068810,False,dendritic,local
2,0.45702082107338726,0.8343,512,256,535818,False,dendritic,random
1,0.49920671989646137,0.8172,512,64,435402,False,dendritic,random
0,0.5442336084721964,0.8023,1024,256,1068810,False,dendritic,random
3,0.4350139353471466,0.8436,512,256,535818,False,dendritic,random
2,0.4683473602503161,0.8332,512,64,435402,False,dendritic,random
1,0.46674163582958755,0.8302,1024,256,1068810,False,dendritic,random
4,0.4239211608714695,0.8474,512,256,535818,False,dendritic,random
3,0.44923517258861395,0.8371,512,64,435402,False,dendritic,random
2,0.4369678027644942,0.84,1024,256,1068810,False,dendritic,random
5,0.40581792140308814,0.8552,512,256,535818,False,dendritic,random
4,0.43250475371185737,0.8444,512,64,435402,False,dendritic,random
6,0.39850463935091524,0.8555,512,256,535818,False,dendritic,random
3,0.416869446446624,0.8484,1024,256,1068810,False,dendritic,random
5,0.4221340487652187,0.8468,512,64,435402,False,dendritic,random
7,0.38862286149700986,0.8605,512,256,535818,False,dendritic,random
4,0.40163445755650723,0.8528,1024,256,1068810,False,dendritic,random
6,0.41594683916508396,0.8519,512,64,435402,False,dendritic,random
8,0.38382859226269056,0.8605,512,256,535818,False,dendritic,random
5,0.3863443317292612,0.8602,1024,256,1068810,False,dendritic,random
7,0.40936962694306916,0.8511,512,64,435402,False,dendritic,random
9,0.3783918223049067,0.8629,512,256,535818,False,dendritic,random
6,0.38266733439662787,0.8617,1024,256,1068810,False,dendritic,random
8,0.40511812250825424,0.8529,512,64,435402,False,dendritic,random
10,0.3801040787108337,0.8632,512,256,535818,False,dendritic,random
7,0.37065113232105595,0.8669,1024,256,1068810,False,dendritic,random
9,0.3979852799373337,0.8554,512,64,435402,False,dendritic,random
11,0.3745626920386206,0.8624,512,256,535818,False,dendritic,random
8,0.37432329243497003,0.8653,1024,256,1068810,False,dendritic,random
10,0.3945207426065131,0.8568,512,64,435402,False,dendritic,random
12,0.369090318962743,0.865,512,256,535818,False,dendritic,random
9,0.36373124658306943,0.8691,1024,256,1068810,False,dendritic,random
11,0.3883786043034324,0.8596,512,64,435402,False,dendritic,random
13,0.3699300783344462,0.8644,512,256,535818,False,dendritic,random
10,0.35873373437531386,0.8719,1024,256,1068810,False,dendritic,random
12,0.38951537597783004,0.86,512,64,435402,False,dendritic,random
14,0.3628065040971659,0.8691,512,256,535818,False,dendritic,random
11,0.3580802194302595,0.8689,1024,256,1068810,False,dendritic,random
13,0.3858992677134804,0.8618,512,64,435402,False,dendritic,random
15,0.36322897502893137,0.8692,512,256,535818,False,dendritic,random
14,0.38740285325653945,0.8596,512,64,435402,False,dendritic,random
12,0.3564205899646011,0.8742,1024,256,1068810,False,dendritic,random
16,0.3609949516344674,0.8657,512,256,535818,False,dendritic,random
15,0.3830240042526511,0.8618,512,64,435402,False,dendritic,random
13,0.3541383073676991,0.8709,1024,256,1068810,False,dendritic,random
17,0.35998578935484343,0.87,512,256,535818,False,dendritic,random
16,0.3774465115009984,0.8638,512,64,435402,False,dendritic,random
14,0.3482211477394345,0.8756,1024,256,1068810,False,dendritic,random
18,0.3648669528244417,0.8672,512,256,535818,False,dendritic,random
17,0.37541698089128805,0.8651,512,64,435402,False,dendritic,random
15,0.35720182785504984,0.8717,1024,256,1068810,False,dendritic,random
19,0.35799043135175224,0.8704,512,256,535818,False,dendritic,random
18,0.37990160550497754,0.8633,512,64,435402,False,dendritic,random
16,0.3499554082562652,0.8782,1024,256,1068810,False,dendritic,random
0,0.3919363993255398,0.8579,512,256,535818,False,vanilla,None
19,0.3718134506216532,0.8647,512,64,435402,False,dendritic,random
17,0.34244908618776104,0.8782,1024,256,1068810,False,dendritic,random
1,0.367458255230626,0.867,512,256,535818,False,vanilla,None
0,0.39470358834236485,0.8565,512,64,435402,False,vanilla,None
18,0.3469654597059081,0.8777,1024,256,1068810,False,dendritic,random
2,0.34222220846369295,0.8767,512,256,535818,False,vanilla,None
1,0.39695788787890085,0.8556,512,64,435402,False,vanilla,None
19,0.34744348801389524,0.8753,1024,256,1068810,False,dendritic,random
3,0.32727577999422824,0.8801,512,256,535818,False,vanilla,None
2,0.3447548532033268,0.8729,512,64,435402,False,vanilla,None
0,0.3951809517567671,0.8543,1024,256,1068810,False,vanilla,None
4,0.31751264763783804,0.8847,512,256,535818,False,vanilla,None
3,0.3375304235687739,0.8769,512,64,435402,False,vanilla,None
1,0.3516206535734708,0.8638,1024,256,1068810,False,vanilla,None
5,0.332853111568131,0.8845,512,256,535818,False,vanilla,None
4,0.3343977538185029,0.8784,512,64,435402,False,vanilla,None
2,0.3349394275795055,0.8795,1024,256,1068810,False,vanilla,None
6,0.33001810246253316,0.8828,512,256,535818,False,vanilla,None
5,0.33457923331592654,0.8812,512,64,435402,False,vanilla,None
3,0.32926709846227986,0.8809,1024,256,1068810,False,vanilla,None
7,0.3415795011988169,0.8839,512,256,535818,False,vanilla,None
6,0.3415370706138732,0.8815,512,64,435402,False,vanilla,None
4,0.3366279081453251,0.8809,1024,256,1068810,False,vanilla,None
8,0.33538492486069477,0.8888,512,256,535818,False,vanilla,None
7,0.33643603183423415,0.8856,512,64,435402,False,vanilla,None
5,0.3173011714899087,0.8891,1024,256,1068810,False,vanilla,None
9,0.3574055387060853,0.8854,512,256,535818,False,vanilla,None
8,0.3481804028247731,0.885,512,64,435402,False,vanilla,None
6,0.32562494447714163,0.8928,1024,256,1068810,False,vanilla,None
10,0.3558962669553636,0.8874,512,256,535818,False,vanilla,None
9,0.33714616892835764,0.8896,512,64,435402,False,vanilla,None
7,0.347055026530465,0.8846,1024,256,1068810,False,vanilla,None
11,0.3512715697288513,0.8918,512,256,535818,False,vanilla,None
10,0.33566971325987505,0.8891,512,64,435402,False,vanilla,None
8,0.34865387312219115,0.8886,1024,256,1068810,False,vanilla,None
12,0.36932383402238916,0.892,512,256,535818,False,vanilla,None
11,0.3417488317700881,0.8901,512,64,435402,False,vanilla,None
9,0.3264020788895933,0.893,1024,256,1068810,False,vanilla,None
13,0.37072759376296516,0.8935,512,256,535818,False,vanilla,None
12,0.35303280238486545,0.8876,512,64,435402,False,vanilla,None
10,0.3504176278468929,0.8892,1024,256,1068810,False,vanilla,None
14,0.37356515327775025,0.8906,512,256,535818,False,vanilla,None
13,0.35338506734446634,0.8929,512,64,435402,False,vanilla,None
11,0.35387996857679344,0.8943,1024,256,1068810,False,vanilla,None
15,0.3967901694152174,0.889,512,256,535818,False,vanilla,None
14,0.3816460746847376,0.8889,512,64,435402,False,vanilla,None
16,0.38552911032604265,0.8904,512,256,535818,False,vanilla,None
12,0.3596444698168507,0.8974,1024,256,1068810,False,vanilla,None
15,0.3757018620454812,0.8899,512,64,435402,False,vanilla,None
17,0.4120113068743597,0.8904,512,256,535818,False,vanilla,None
13,0.3661544515362269,0.893,1024,256,1068810,False,vanilla,None
16,0.3925060731700704,0.8923,512,64,435402,False,vanilla,None
18,0.3981727744582333,0.8995,512,256,535818,False,vanilla,None
14,0.37530824428872217,0.8942,1024,256,1068810,False,vanilla,None
17,0.41731823490390296,0.8873,512,64,435402,False,vanilla,None
19,0.42564853969254074,0.8952,512,256,535818,False,vanilla,None
18,0.3996695528584945,0.8932,512,64,435402,False,vanilla,None
15,0.435810225084424,0.8851,1024,256,1068810,False,vanilla,None
0,0.42170009186750723,0.8475,512,256,535818,True,vanilla,None
19,0.42649780124237263,0.8863,512,64,435402,False,vanilla,None
16,0.4070676809907714,0.894,1024,256,1068810,False,vanilla,None
1,0.41264168484301506,0.849,512,256,535818,True,vanilla,None
0,0.43877200159845475,0.8323,512,64,435402,True,vanilla,None
17,0.41082796228082874,0.8931,1024,256,1068810,False,vanilla,None
1,0.3843679123475582,0.8601,512,64,435402,True,vanilla,None
2,0.3741118309995796,0.8626,512,256,535818,True,vanilla,None
18,0.4256348719325247,0.892,1024,256,1068810,False,vanilla,None
2,0.3700581400454799,0.8643,512,64,435402,True,vanilla,None
3,0.3604884082569352,0.8663,512,256,535818,True,vanilla,None
19,0.4370905695648133,0.8933,1024,256,1068810,False,vanilla,None
3,0.3624763788678978,0.8668,512,64,435402,True,vanilla,None
4,0.3511204553555839,0.8742,512,256,535818,True,vanilla,None
0,0.4290157773449451,0.8369,1024,256,1068810,True,vanilla,None
4,0.35479894346451457,0.8674,512,64,435402,True,vanilla,None
5,0.34912430353557006,0.8723,512,256,535818,True,vanilla,None
1,0.37395286786405346,0.8645,1024,256,1068810,True,vanilla,None
5,0.36042234075220325,0.8672,512,64,435402,True,vanilla,None
6,0.35331207428929173,0.8699,512,256,535818,True,vanilla,None
2,0.38981833789922016,0.8591,1024,256,1068810,True,vanilla,None
6,0.37396791483028025,0.8619,512,64,435402,True,vanilla,None
7,0.3421855678286734,0.8752,512,256,535818,True,vanilla,None
3,0.35906227385695977,0.8661,1024,256,1068810,True,vanilla,None
7,0.3535459592372556,0.8671,512,64,435402,True,vanilla,None
8,0.3369499906143056,0.8764,512,256,535818,True,vanilla,None
4,0.3537357755099671,0.8691,1024,256,1068810,True,vanilla,None
8,0.3475331696151178,0.8691,512,64,435402,True,vanilla,None
